Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Buena Vista City Public Schools,Parry McCluer High,Students with Disabilities,<,<,<
2019,SCH,Buena Vista City Public Schools,Parry McCluer High,White,47,20,43
2019,SCH,Campbell County Public Schools,Altavista High,All Students,76,26,34
2019,SCH,Campbell County Public Schools,Altavista High,Asian,<,<,<
2019,SCH,Campbell County Public Schools,Altavista High,Black,17,<,<
2019,SCH,Campbell County Public Schools,Altavista High,Economically Disadvantaged,41,<,<
2019,SCH,Campbell County Public Schools,Altavista High,English Learners,<,<,<
2019,SCH,Campbell County Public Schools,Altavista High,Female,35,16,46
2019,SCH,Campbell County Public Schools,Altavista High,Hispanic,<,<,<
2019,SCH,Campbell County Public Schools,Altavista High,Male,41,10,24
2019,SCH,Campbell County Public Schools,Altavista High,Multiple Races,<,<,<
2019,SCH,Campbell County Public Schools,Altavista High,Students with Disabilities,<,<,<
2019,SCH,Campbell County Public Schools,Altavista High,White,48,17,35
2019,SCH,Campbell County Public Schools,Brookville High,All Students,223,132,59
2019,SCH,Campbell County Public Schools,Brookville High,Asian,<,<,<
2019,SCH,Campbell County Public Schools,Brookville High,Black,26,12,46
2019,SCH,Campbell County Public Schools,Brookville High,Economically Disadvantaged,81,40,49
2019,SCH,Campbell County Public Schools,Brookville High,English Learners,<,<,<
2019,SCH,Campbell County Public Schools,Brookville High,Female,109,78,72
2019,SCH,Campbell County Public Schools,Brookville High,Hispanic,<,<,<
2019,SCH,Campbell County Public Schools,Brookville High,Male,114,54,47
2019,SCH,Campbell County Public Schools,Brookville High,Multiple Races,14,<,<
2019,SCH,Campbell County Public Schools,Brookville High,Students with Disabilities,10,<,<
2019,SCH,Campbell County Public Schools,Brookville High,White,172,105,61
2019,SCH,Campbell County Public Schools,Rustburg High,All Students,209,112,54
2019,SCH,Campbell County Public Schools,Rustburg High,Black,33,20,61
2019,SCH,Campbell County Public Schools,Rustburg High,Economically Disadvantaged,96,36,38
2019,SCH,Campbell County Public Schools,Rustburg High,English Learners,<,<,<
2019,SCH,Campbell County Public Schools,Rustburg High,Female,99,69,70
2019,SCH,Campbell County Public Schools,Rustburg High,Hispanic,<,<,<
2019,SCH,Campbell County Public Schools,Rustburg High,Male,110,43,39
2019,SCH,Campbell County Public Schools,Rustburg High,Multiple Races,10,<,<
2019,SCH,Campbell County Public Schools,Rustburg High,Students with Disabilities,<,<,<
2019,SCH,Campbell County Public Schools,Rustburg High,White,163,87,53
2019,SCH,Campbell County Public Schools,William Campbell High,All Students,60,28,47
2019,SCH,Campbell County Public Schools,William Campbell High,American Indian,<,<,<
2019,SCH,Campbell County Public Schools,William Campbell High,Black,20,<,<
2019,SCH,Campbell County Public Schools,William Campbell High,Economically Disadvantaged,34,13,38
2019,SCH,Campbell County Public Schools,William Campbell High,Female,30,18,60
2019,SCH,Campbell County Public Schools,William Campbell High,Male,30,10,33
2019,SCH,Campbell County Public Schools,William Campbell High,Multiple Races,<,<,<
2019,SCH,Campbell County Public Schools,William Campbell High,Students with Disabilities,<,<,<
2019,SCH,Campbell County Public Schools,William Campbell High,White,38,20,53
2019,SCH,Caroline County Public Schools,Caroline High,All Students,248,132,53
2019,SCH,Caroline County Public Schools,Caroline High,American Indian,<,<,<
2019,SCH,Caroline County Public Schools,Caroline High,Asian,<,<,<
2019,SCH,Caroline County Public Schools,Caroline High,Black,87,56,64
2019,SCH,Caroline County Public Schools,Caroline High,Economically Disadvantaged,112,54,48
2019,SCH,Caroline County Public Schools,Caroline High,English Learners,<,<,<
2019,SCH,Caroline County Public Schools,Caroline High,Female,125,80,64
2019,SCH,Caroline County Public Schools,Caroline High,Hispanic,12,<,<
2019,SCH,Caroline County Public Schools,Caroline High,Male,123,52,42
2019,SCH,Caroline County Public Schools,Caroline High,Multiple Races,28,16,57
2019,SCH,Caroline County Public Schools,Caroline High,Native Hawaiian,<,<,<
2019,SCH,Caroline County Public Schools,Caroline High,Students with Disabilities,17,<,<
2019,SCH,Caroline County Public Schools,Caroline High,White,117,52,44
2019,SCH,Carroll County Public Schools,Carroll County High,All Students,249,135,54
2019,SCH,Carroll County Public Schools,Carroll County High,American Indian,<,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,Asian,<,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,Economically Disadvantaged,109,40,37
2019,SCH,Carroll County Public Schools,Carroll County High,English Learners,<,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,Female,132,88,67
2019,SCH,Carroll County Public Schools,Carroll County High,Hispanic,14,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,Male,117,47,40
2019,SCH,Carroll County Public Schools,Carroll County High,Multiple Races,<,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,Students with Disabilities,34,<,<
2019,SCH,Carroll County Public Schools,Carroll County High,White,229,124,54
2019,SCH,Charles City County Public Schools,Charles City County High,All Students,45,21,47
2019,SCH,Charles City County Public Schools,Charles City County High,American Indian,<,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,Black,28,14,50
2019,SCH,Charles City County Public Schools,Charles City County High,Economically Disadvantaged,18,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,English Learners,<,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,Female,21,12,57
2019,SCH,Charles City County Public Schools,Charles City County High,Hispanic,<,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,Male,24,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,Students with Disabilities,<,<,<
2019,SCH,Charles City County Public Schools,Charles City County High,White,14,<,<
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,All Students,113,60,53
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Black,36,17,47
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Economically Disadvantaged,64,30,47
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Female,55,37,67
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Hispanic,<,<,<
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Male,58,23,40
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Multiple Races,<,<,<
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,Students with Disabilities,15,<,<
2019,SCH,Charlotte County Public Schools,Randolph-Henry High,White,69,40,58
2019,SCH,Charlottesville City Public Schools,Charlottesville High,All Students,270,174,64
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Asian,<,<,<
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Black,74,32,43
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Economically Disadvantaged,108,51,47
2019,SCH,Charlottesville City Public Schools,Charlottesville High,English Learners,22,15,68
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Female,134,94,70
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Hispanic,26,17,65
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Male,136,80,59
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Multiple Races,20,13,65
2019,SCH,Charlottesville City Public Schools,Charlottesville High,Students with Disabilities,24,12,50
2019,SCH,Charlottesville City Public Schools,Charlottesville High,White,142,105,74
2019,SCH,Chesapeake City Public Schools,Deep Creek High,All Students,330,185,56
2019,SCH,Chesapeake City Public Schools,Deep Creek High,American Indian,<,<,<
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Asian,12,<,<
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Black,122,63,52
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Economically Disadvantaged,140,68,49
2019,SCH,Chesapeake City Public Schools,Deep Creek High,English Learners,<,<,<
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Female,163,106,65
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Hispanic,40,23,58
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Male,167,79,47
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Multiple Races,22,17,77
2019,SCH,Chesapeake City Public Schools,Deep Creek High,Students with Disabilities,39,13,33
2019,SCH,Chesapeake City Public Schools,Deep Creek High,White,133,74,56
2019,SCH,Chesapeake City Public Schools,Grassfield High,All Students,522,402,77
2019,SCH,Chesapeake City Public Schools,Grassfield High,American Indian,<,<,<
2019,SCH,Chesapeake City Public Schools,Grassfield High,Asian,17,14,82
2019,SCH,Chesapeake City Public Schools,Grassfield High,Black,65,57,88
2019,SCH,Chesapeake City Public Schools,Grassfield High,Economically Disadvantaged,56,33,59
2019,SCH,Chesapeake City Public Schools,Grassfield High,English Learners,<,<,<
2019,SCH,Chesapeake City Public Schools,Grassfield High,Female,267,226,85
2019,SCH,Chesapeake City Public Schools,Grassfield High,Hispanic,58,40,69
2019,SCH,Chesapeake City Public Schools,Grassfield High,Male,255,176,69
2019,SCH,Chesapeake City Public Schools,Grassfield High,Multiple Races,47,37,79
2019,SCH,Chesapeake City Public Schools,Grassfield High,Native Hawaiian,<,<,<
2019,SCH,Chesapeake City Public Schools,Grassfield High,Students with Disabilities,36,18,50
2019,SCH,Chesapeake City Public Schools,Grassfield High,White,332,253,76
2019,SCH,Chesapeake City Public Schools,Great Bridge High,All Students,331,226,68
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Asian,<,<,<
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Black,70,37,53
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Economically Disadvantaged,71,33,46
2019,SCH,Chesapeake City Public Schools,Great Bridge High,English Learners,<,<,<
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Female,166,122,73
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Hispanic,28,25,89
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Male,165,104,63
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Multiple Races,28,20,71
2019,SCH,Chesapeake City Public Schools,Great Bridge High,Students with Disabilities,24,<,<
2019,SCH,Chesapeake City Public Schools,Great Bridge High,White,198,138,70
2019,SCH,Chesapeake City Public Schools,Hickory High,All Students,406,296,73
2019,SCH,Chesapeake City Public Schools,Hickory High,American Indian,<,<,<
2019,SCH,Chesapeake City Public Schools,Hickory High,Asian,<,<,<
2019,SCH,Chesapeake City Public Schools,Hickory High,Black,37,24,65
2019,SCH,Chesapeake City Public Schools,Hickory High,Economically Disadvantaged,36,19,53
2019,SCH,Chesapeake City Public Schools,Hickory High,English Learners,<,<,<
2019,SCH,Chesapeake City Public Schools,Hickory High,Female,206,166,81
2019,SCH,Chesapeake City Public Schools,Hickory High,Hispanic,34,27,79
2019,SCH,Chesapeake City Public Schools,Hickory High,Male,200,130,65
2019,SCH,Chesapeake City Public Schools,Hickory High,Multiple Races,27,21,78
2019,SCH,Chesapeake City Public Schools,Hickory High,Students with Disabilities,42,16,38
2019,SCH,Chesapeake City Public Schools,Hickory High,White,300,216,72
2019,SCH,Chesapeake City Public Schools,Indian River High,All Students,393,220,56
2019,SCH,Chesapeake City Public Schools,Indian River High,American Indian,<,<,<
2019,SCH,Chesapeake City Public Schools,Indian River High,Asian,10,<,<
2019,SCH,Chesapeake City Public Schools,Indian River High,Black,206,111,54
2019,SCH,Chesapeake City Public Schools,Indian River High,Economically Disadvantaged,163,78,48
2019,SCH,Chesapeake City Public Schools,Indian River High,English Learners,<,<,<
2019,SCH,Chesapeake City Public Schools,Indian River High,Female,204,135,66
2019,SCH,Chesapeake City Public Schools,Indian River High,Hispanic,37,23,62
2019,SCH,Chesapeake City Public Schools,Indian River High,Male,189,85,45
2019,SCH,Chesapeake City Public Schools,Indian River High,Multiple Races,38,21,55
2019,SCH,Chesapeake City Public Schools,Indian River High,Students with Disabilities,40,14,35
2019,SCH,Chesapeake City Public Schools,Indian River High,White,100,57,57
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,All Students,480,250,52
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Asian,19,16,84
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Black,274,133,49
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Economically Disadvantaged,269,123,46
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,English Learners,17,11,65
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Female,240,149,62
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Hispanic,53,28,53
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Male,240,101,42
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Multiple Races,27,16,59
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,Students with Disabilities,70,25,36
2019,SCH,Chesapeake City Public Schools,Oscar F. Smith High,White,107,57,53
2019,SCH,Chesapeake City Public Schools,Western Branch High,All Students,463,298,64
2019,SCH,Chesapeake City Public Schools,Western Branch High,American Indian,<,<,<
2019,SCH,Chesapeake City Public Schools,Western Branch High,Asian,21,17,81
2019,SCH,Chesapeake City Public Schools,Western Branch High,Black,181,112,62
2019,SCH,Chesapeake City Public Schools,Western Branch High,Economically Disadvantaged,120,62,52
2019,SCH,Chesapeake City Public Schools,Western Branch High,English Learners,11,<,<
2019,SCH,Chesapeake City Public Schools,Western Branch High,Female,225,162,72
2019,SCH,Chesapeake City Public Schools,Western Branch High,Hispanic,32,23,72
2019,SCH,Chesapeake City Public Schools,Western Branch High,Male,238,136,57
2019,SCH,Chesapeake City Public Schools,Western Branch High,Multiple Races,41,28,68
2019,SCH,Chesapeake City Public Schools,Western Branch High,Native Hawaiian,<,<,<
2019,SCH,Chesapeake City Public Schools,Western Branch High,Students with Disabilities,53,22,42
2019,SCH,Chesapeake City Public Schools,Western Branch High,White,186,118,63
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,All Students,63,28,44
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,Black,34,17,50
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,Economically Disadvantaged,50,20,40
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,English Learners,<,<,<
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,Female,26,14,54
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,Hispanic,<,<,<
2019,SCH,Chesterfield County Public Schools,Carver College and Career Academy,Male,37,14,38
